year,site,date,plot,h1_cm,h2_cm,h3_cm,h4_cm,center_cm,mean,season,notas
2012,PFEILER,2012-07-09,4,57,59,68,29,41,50.8,,
2012,PFEILER,2012-07-09,5,55,44,41,26,58,44.8,,
2012,PBM,2012-07-16,1,65,33,50,79,52,55.8,,
2012,PBM,2012-07-16,2,74,89,90,68,91,82.4,,
2012,PBM,2012-07-16,3,51,98,117,126,121,102.6,,
2012,PBM,2012-07-16,4,55,47,24,45,40,42.2,,
2012,PBM,2012-07-16,5,29,38,22,45,16,30,,
2012,CINNAMON,2012-07-23,1,43,35,25,23,51,35.4,,
2012,CINNAMON,2012-07-23,2,60,47,45,46,34,46.4,,
2012,CINNAMON,2012-07-23,3,27,43,26,23,33,30.4,,
2012,CINNAMON,2012-07-23,4,26,19,42,38,27,30.4,,
2012,CINNAMON,2012-07-23,5,19,16,18,17,17,17.4,,
2012,CBT,2012-07-24,1,47,20,51,33,31,36.4,,
2012,CBT,2012-07-24,2,12,17,39,28,43,27.8,,
2012,CBT,2012-07-24,3,45,19,27,29,42,32.4,,
2012,CBT,2012-07-24,4,31,40,37,37,49,38.8,,
2012,CBT,2012-07-24,5,43,32,37,33,52,39.4,,
2012,ROAD,2012-07-24,1,33,27,38,42,36,35.2,,
2012,ROAD,2012-07-24,2,40,37,35,50,28,38,,
2012,ROAD,2012-07-24,3,13,17,26,25,30,22.2,,
2012,ROAD,2012-07-24,4,7,14,31,31,23,21.2,,
2012,ROAD,2012-07-24,5,39,55,39,68,74,55,,
2012,PFEILER,2012-07-24,1,51,50,39,49,30,43.8,,
2012,PFEILER,2012-07-24,2,76,64,52,61,68,64.2,,
2012,PFEILER,2012-07-24,3,39,63,88,60,75,65,,
2012,PFEILER,2012-07-24,4,61,71,36,62,67,59.4,,
2012,PFEILER,2012-07-24,5,52,59,56,51,59,55.4,,
2012,PBM,2012-08-09,1,31,32,64,26,34,37.4,,
2012,PBM,2012-08-09,2,61,56,32,70,28,49.4,,
2012,PBM,2012-08-09,3,38,33,74,38,78,52.2,,
2012,PBM,2012-08-09,4,44,48,50,22,35,39.8,,
2012,PBM,2012-08-09,5,45,41,13,42,18,31.8,,
2013,ALMONT,2013-05-19,1,20,13,20,36,27,23.2,,
2013,ALMONT,2013-05-19,2,13,39,18,37,42,29.8,,
2013,ALMONT,2013-05-19,3,37,13,26,18,19,22.6,,
2013,ALMONT,2013-05-19,4,19,22,14,17,20,18.4,,
2013,ALMONT,2013-05-19,5,17,18,20,10,13,15.6,,
2013,CBT,2013-05-22,1,13,20,27,18,17,19,,
2013,CBT,2013-05-22,2,10,10,10,11,15,11.2,,
2013,CBT,2013-05-22,3,10,8,9,12,9,9.6,,
2013,CBT,2013-05-22,4,10,8,9,12,11,10,,
2013,CBT,2013-05-22,5,27,37,9,7,43,24.6,,
2013,ALMONT,2013-06-12,1,28,31,34,14,15,24.4,,
2013,ALMONT,2013-06-12,2,19,60,41,41,49,42,,
2013,ALMONT,2013-06-12,3,53,45,25,28,59,42,,
2013,ALMONT,2013-06-12,4,51,50,42,12,47,40.4,,
2013,ALMONT,2013-06-12,5,26,14,47,39,35,32.2,,
2013,CBT,2013-06-12,1,35,36,29,50,27,35.4,,
2013,CBT,2013-06-12,2,19,21,17,16,16,17.8,,
2013,CBT,2013-06-12,3,15,17,23,19,16,18,,
2013,CBT,2013-06-12,4,21,16,20,19,17,18.6,,
2013,CBT,2013-06-12,5,40,32,25,28,41,33.2,,
2013,PFEILER,2013-06-12,1,34,29,34,26,31,30.8,,
2013,PFEILER,2013-06-12,2,22,31,22,21,24,24,,
2013,PFEILER,2013-06-12,3,41,55,41,40,36,42.6,,
2013,PFEILER,2013-06-12,4,37,38,39,25,38,35.4,,
2013,PFEILER,2013-06-12,5,64,72,73,55,75,67.8,,
2013,ROAD,2013-06-12,1,34,29,34,26,31,30.8,,
2013,ROAD,2013-06-12,2,22,31,22,21,24,24,,
2013,ROAD,2013-06-12,3,41,55,41,40,36,42.6,,
2013,ROAD,2013-06-12,4,37,38,39,25,38,35.4,,
2013,ROAD,2013-06-12,5,64,72,73,55,75,67.8,,
2013,ALMONT,2013-06-21,1,30,18,37,57,34,35.2,,
2013,ALMONT,2013-06-21,2,53,17,39,44,46,39.8,,
2013,ALMONT,2013-06-21,3,26,48,39,60,33,41.2,,
2013,ALMONT,2013-06-21,4,40,24,50,39,43,39.2,,
2013,ALMONT,2013-06-21,5,21,16,15,31,28,22.2,,
2013,PBM,2013-06-24,1,23,19,37,40,41,32,,
2013,PBM,2013-06-24,2,56,49,56,52,55,53.6,,
2013,PBM,2013-06-24,3,43,100,101,85,90,83.8,,
2013,PBM,2013-06-24,4,20,22,40,41,42,33,,
2013,PBM,2013-06-24,5,15,17,21,16,40,21.8,,
2013,PFEILER,2013-06-24,1,19,23,32,41,60,35,,
2013,PFEILER,2013-06-24,2,57,54,58,62,50,56.2,,
2013,PFEILER,2013-06-24,3,69,71,74,68,68,70,,
2013,PFEILER,2013-06-24,4,21,29,58,40,37,37,,
2013,PFEILER,2013-06-24,5,45,37,45,24,44,39,,
2013,CBT,2013-07-01,1,59,44,37,34,41,43,,
2013,CBT,2013-07-01,2,39,18,32,25,31,29,,
2013,CBT,2013-07-01,3,20,15,20,23,19,19.4,,
2013,CBT,2013-07-01,4,35,44,30,43,23,35,,
2013,CBT,2013-07-01,5,43,44,57,41,56,48.2,,
2013,ROAD,2013-07-09,1,60,52,60,81,64,63.4,,
2013,ROAD,2013-07-09,2,50,36,53,34,32,41,,
2013,ROAD,2013-07-09,3,39,36,67,79,45,53.2,,
2013,ROAD,2013-07-09,4,57,29,41,42,46,43,,
2013,ROAD,2013-07-09,5,106,111,105,103,119,108.8,,
2013,CBT,2013-07-18,1,7,44,48,44,46,37.8,,
2013,CBT,2013-07-18,2,388,30,36,35,42,106.2,,
2013,CBT,2013-07-18,3,35,42,25,51,34,37.4,,
2013,CBT,2013-07-18,4,49,59,42,47,34,46.2,,
2013,CBT,2013-07-18,5,40,42,44,47,53,45.2,,
2013,ROAD,2013-07-18,1,68,52,58,60,66,60.8,,
2013,ROAD,2013-07-18,2,43,58,39,56,32,45.6,,
2013,ROAD,2013-07-18,3,44,60,50,48,49,50.2,,
2013,ROAD,2013-07-18,4,37,43,42,47,51,44,,
2013,ROAD,2013-07-18,96,104,128,106,105,126,113.8,,
2013,PFEILER,2013-07-22,1,30,31,51,58,47,43.4,,
2013,PFEILER,2013-07-22,2,59,60,54,59,55,57.4,,
2013,PFEILER,2013-07-22,3,70,70,107,71,97,83,,
2013,PFEILER,2013-07-22,4,36,42,87,57,40,52.4,,
2013,PFEILER,2013-07-22,5,59,71,53,47,44,54.8,,
2013,PBM,2013-07-29,1,129,60,49,36,73,69.4,,
2013,PBM,2013-07-29,2,78,141,70,72,80,88.2,,
2013,PBM,2013-07-29,3,88,81,52,101,111,86.6,,
2013,PBM,2013-07-29,4,30,66,53,38,25,42.4,,
2013,PBM,2013-07-29,5,12,14,7,17,42,18.4,,
2013,PFEILER,2013-07-29,1,32,35,41,57,47,42.4,,
2013,PFEILER,2013-07-29,2,61,64,51,58,60,58.8,,
2013,PFEILER,2013-07-29,3,75,69,69,75,95,76.6,,
2013,PFEILER,2013-07-29,4,43,41,59,61,46,50,,
2013,PFEILER,2013-07-29,5,49,64,44,43,42,48.4,,
2013,CBT,2013-07-30,1,49,44,39,46,41,43.8,,
2013,CBT,2013-07-30,2,26,41,38,46,41,38.4,,
2013,CBT,2013-07-30,3,32,34,36,62,53,43.4,,
2013,CBT,2013-07-30,4,68,64,69,60,60,64.2,,
2013,CBT,2013-07-30,5,41,36,39,33,48,39.4,,
2013,CINNAMON,2013-07-31,1,39,28,38,30,43,35.6,,
2013,CINNAMON,2013-07-31,2,22,22,21,29,21,23,,
2013,CINNAMON,2013-07-31,3,35,30,37,26,26,30.8,,
2013,CINNAMON,2013-07-31,4,27,36,26,24,22,27,,
2013,CINNAMON,2013-07-31,5,23,21,16,16,21,19.4,,
2014,ALMONT,2014-06-03,1,59,42,16,10,18,29,,
2014,ALMONT,2014-06-03,2,56,41,47,28,45,43.4,,
2014,ALMONT,2014-06-03,3,54,38,35,24,31,36.4,,
2014,ALMONT,2014-06-03,4,39,31,25,35,14,28.8,,
2014,ALMONT,2014-06-03,5,20,40,35,17,57,33.8,,
2014,CBT,2014-06-10,1,38,49,45,12,43,37.4,,
2014,CBT,2014-06-11,2,19,16,18,19,28,20,,
2014,CBT,2014-06-12,3,17,12,38,37,42,29.2,,
2014,CBT,2014-06-13,4,10,8,39,41,47,29,,
2014,CBT,2014-06-14,5,13,14,20,17,16,16,,
2014,ALMONT,2014-06-15,1,15,62,15,21,22,27,,
2014,ALMONT,2014-06-15,2,72,25,45,32,38,42.4,,
2014,ALMONT,2014-06-15,3,45,47,46,23,35,39.2,,
2014,ALMONT,2014-06-15,4,32,31,21,43,19,29.2,,
2014,ALMONT,2014-06-15,5,50,43,24,32,62,42.2,,
2014,ROAD,2014-06-17,1,26,20,18,27,20,22.2,,
2014,ROAD,2014-06-17,2,47,23,27,27,41,33,,
2014,ROAD,2014-06-17,3,30,40,27,29,48,34.8,,
2014,ROAD,2014-06-17,4,28,26,29,39,47,33.8,,
2014,ROAD,2014-06-17,5,73,18,16,84,94,57,,
2014,PFEILER,2014-06-24,1,16,43,23,15,18,23,,
2014,PFEILER,2014-06-24,2,50,56,44,49,48,49.4,,
2014,PFEILER,2014-06-24,3,57,58,59,57,59,58,,
2014,PFEILER,2014-06-24,4,29,24,27,23,25,25.6,,
2014,PFEILER,2014-06-24,5,34,25,38,38,33,33.6,,
2014,CBT,2014-06-24,1,41,17,45,60,55,43.6,,
2014,CBT,2014-06-24,2,25,23,23,24,50,29,,
2014,CBT,2014-06-24,3,20,23,39,57,44,36.6,,
2014,CBT,2014-06-24,4,22,36,34,29,50,34.2,,
2014,CBT,2014-06-24,5,21,22,18,15,27,20.6,,
2014,PBM,2014-07-01,1,50,21,43,45,46,41,,
2014,PBM,2014-07-01,2,50,51,46,47,50,48.8,,
2014,PBM,2014-07-01,3,23,45,67,23,78,47.2,,
2014,PBM,2014-07-01,4,11,24,23,24,17,19.8,,
2014,PBM,2014-07-01,5,13,17,14,14,17,15,,
2014,ROAD,2014-07-02,1,24,30,28,46,28,31.2,,
2014,ROAD,2014-07-02,2,44,42,23,27,44,36,,
2014,ROAD,2014-07-02,3,29,25,40,27,48,33.8,,
2014,ROAD,2014-07-02,4,23,29,40,34,51,35.4,,
2014,ROAD,2014-07-02,5,37,32,98,94,114,75,,
2014,ALMONT,2014-07-08,1,74,17,45,25,20,36.2,,
2014,ALMONT,2014-07-08,2,50,33,18,30,20,30.2,,
2014,ALMONT,2014-07-08,3,32,43,44,24,36,35.8,,
2014,ALMONT,2014-07-08,4,46,40,45,33,18,36.4,,
2014,ALMONT,2014-07-08,5,37,49,41,23,45,39,,
2014,PFEILER,2014-07-10,1,100,75,22,39,53,57.8,,
2014,PFEILER,2014-07-10,2,127,73,113,63,92,93.6,,
2014,PFEILER,2014-07-10,3,102,97,90,43,106,87.6,,
2014,PFEILER,2014-07-10,4,36,34,40,47,42,39.8,,
2014,PFEILER,2014-07-10,5,30,50,50,43,57,46,,
2014,CBT,2014-07-15,1,45,15,53,91,68,54.4,,
2014,CBT,2014-07-15,2,35,32,33,39,47,37.2,,
2014,CBT,2014-07-15,3,53,38,35,45,46,43.4,,
2014,CBT,2014-07-15,4,42,49,35,56,60,48.4,,
2014,CBT,2014-07-15,5,33,25,26,46,36,33.2,,
2014,PBM,2014-07-16,1,79,70,57,67,68,68.2,,
2014,PBM,2014-07-16,2,102,114,113,102,100,106.2,,
2014,PBM,2014-07-16,3,118,16,111,118,123,97.2,,
2014,PBM,2014-07-16,4,37,29,37,53,42,39.6,,
2014,PBM,2014-07-16,5,17,6,35,29,31,23.6,,
2014,ROAD,2014-07-17,1,40,50,38,54,57,47.8,,
2014,ROAD,2014-07-17,2,36,46,37,16,57,38.4,,
2014,ROAD,2014-07-17,3,40,30,41,42,71,44.8,,
2014,ROAD,2014-07-17,4,45,29,42,42,53,42.2,,
2014,ROAD,2014-07-17,5,41,51,91,61,116,72,,
2014,PFEILER,2014-07-21,1,41,107,55,29,88,64,,
2014,PFEILER,2014-07-21,2,134,82,73,79,107,95,,
2014,PFEILER,2014-07-21,3,111,121,85,93,110,104,,
2014,PFEILER,2014-07-21,4,43,46,62,44,55,50,,
2014,PFEILER,2014-07-21,5,60,59,42,62,68,58.2,,
2014,PBM,2014-07-21,1,65,71,80,84,,115.8,,
2014,PBM,2014-07-21,2,120,111,116,116,116,115.8,,
2014,PBM,2014-07-21,3,24,119,119,123,122,101.4,,
2014,PBM,2014-07-21,4,56,22,39,53,41,42.2,,
2014,PBM,2014-07-21,5,17,34,40,8,33,26.4,,
2014,CINNAMON,2014-08-06,1,35,27,39,59,44,40.8,,
2014,CINNAMON,2014-08-06,2,35,27,23,28,18,26.2,,
2014,CINNAMON,2014-08-06,3,27,24,31,34,27,28.6,,
2014,CINNAMON,2014-08-06,4,36,43,34,61,37,42.2,,
2014,CINNAMON,2014-08-06,5,31,25,44,55,33,37.6,,
2014,ALMONT,2014-08-13,1,22,19,21,25,23,22,,
2014,ALMONT,2014-08-13,2,25,23,16,33,10,21.4,,
2014,ALMONT,2014-08-13,3,15,14,13,25,35,20.4,,
2014,ALMONT,2014-08-13,4,13,16,16,36,46,25.4,,
2014,ALMONT,2014-08-13,5,55,20,35,37,48,39,,
2014,CBT,2014-08-14,1,36,54,51,0,41,36.4,,
2014,CBT,2014-08-14,2,50,44,63,74,49,56,,
2014,CBT,2014-08-14,3,33,59,42,54,59,49.4,,
2014,CBT,2014-08-14,4,47,73,27,60,58,53,,
2014,CBT,2014-08-14,5,,,,,,52,,
2014,ROAD,2014-08-14,1,43,66,41,54,56,52,,
2014,ROAD,2014-08-14,2,30,35,52,42,44,40.6,,
2014,ROAD,2014-08-14,3,60,58,58,56,78,62,,
2014,ROAD,2014-08-14,4,59,19,68,35,79,52,,
2014,ROAD,2014-08-14,5,61,44,58,70,63,59.2,,
2015,ALMONT,2015-05-20,1,9,33,25,13,21,20.2,,
2015,ALMONT,2015-05-20,2,18,25,37,33,23,27.2,,
2015,ALMONT,2015-05-20,3,35,28,32,19,7,24.2,,
2015,ALMONT,2015-05-20,4,17,26,28,29,33,26.6,,
2015,ALMONT,2015-05-20,5,28,13,23,14,12,18,,
2015,CBT,2015-05-27,1,29,13,32,31,31,27.2,,
2015,CBT,2015-05-27,2,16,18,19,16,48,23.4,,
2015,CBT,2015-05-27,3,12,29,15,17,15,17.6,,
2015,CBT,2015-05-27,4,54,11,13,38,11,25.4,,
2015,CBT,2015-05-27,5,10,14,19,7,13,12.6,,
2015,ROAD,2015-05-29,1,16,29,14,22,19,20,,
2015,ROAD,2015-05-29,2,12,10,12,16,21,14.2,,
2015,ROAD,2015-05-29,3,19,27,25,26,40,27.4,,
2015,ROAD,2015-05-29,4,22,25,15,27,33,24.4,,
2015,ROAD,2015-05-29,5,21,32,25,35,19,26.4,,
2015,ALMONT,2015-06-01,1,12,20,15,40,25,22.4,,
2015,ALMONT,2015-06-01,2,26,38,43,35,3,29,,
2015,ALMONT,2015-06-01,3,11,48,19,22,26,25.2,,
2015,ALMONT,2015-06-01,4,25,33,43,37,37,35,,
2015,ALMONT,2015-06-01,5,12,39,12,28,12,20.6,,
2015,CBT,2015-06-11,1,53,51,27,56,51,47.6,,
2015,CBT,2015-06-11,2,31,29,41,30,41,34.4,,
2015,CBT,2015-06-11,3,27,30,23,23,20,24.6,,
2015,CBT,2015-06-11,4,36,27,33,29,55,36,,
2015,CBT,2015-06-11,5,19,22,21,25,24,22.2,,
2015,ROAD,2015-06-11,1,30,10,28,35,34,27.4,,
2015,ROAD,2015-06-11,2,22,28,24,27,34,27,,
2015,ROAD,2015-06-11,3,32,37,40,41,39,37.8,,
2015,ROAD,2015-06-11,4,29,28,32,44,40,34.6,,
2015,ROAD,2015-06-11,5,68,60,64,57,69,63.6,,
2015,PFEILER,2015-06-22,1,20,15,28,14,16,18.6,,
2015,PFEILER,2015-06-22,2,44,56,63,34,51,49.6,,
2015,PFEILER,2015-06-22,3,64,65,62,61,64,63.2,,
2015,PFEILER,2015-06-22,4,39,47,36,44,42,41.6,,
2015,PFEILER,2015-06-22,5,45,50,44,49,43,46.2,,
2015,ALMONT,2015-06-23,1,24,15,45,32,17,26.6,,
2015,ALMONT,2015-06-23,2,18,5,55,23,14,23,,
2015,ALMONT,2015-06-23,3,27,28,19,6,36,23.2,,
2015,ALMONT,2015-06-23,4,25,21,24,44,53,33.4,,
2015,ALMONT,2015-06-23,5,47,14,20,17,41,27.8,,
2015,CBT,2015-06-26,1,84,94,89,81,93,88.2,,
2015,CBT,2015-06-26,2,41,51,43,50,55,48,,
2015,CBT,2015-06-26,3,34,41,46,47,46,42.8,,
2015,CBT,2015-06-26,4,50,46,42,52,51,48.2,,
2015,CBT,2015-06-26,5,64,45,38,35,39,44.2,,
2015,PBM,2015-06-29,1,58,52,65,62,60,59.4,,
2015,PBM,2015-06-29,2,62,78,69,63,91,72.6,,
2015,PBM,2015-06-29,3,81,41,51,26,69,53.6,,
2015,PBM,2015-06-29,4,22,39,30,41,32,32.8,,
2015,PBM,2015-06-29,5,28,34,17,18,12,21.8,,
2015,ROAD,2015-07-02,1,79,90,68,82,100,83.8,,
2015,ROAD,2015-07-02,2,50,82,51,68,93,68.8,,
2015,ROAD,2015-07-02,3,43,52,51,42,52,48,,
2015,ROAD,2015-07-02,4,61,58,65,60,59,60.6,,
2015,ROAD,2015-07-02,5,88,92,108,118,91,99.4,,
2015,ALMONT,2015-07-06,1,12,41,15,22,40,26,,
2015,ALMONT,2015-07-06,2,15,30,42,32,46,33,,
2015,ALMONT,2015-07-06,3,30,33,15,3,19,20,,
2015,ALMONT,2015-07-06,4,21,23,36,56,43,35.8,,
2015,ALMONT,2015-07-06,5,42,20,48,29,3,28.4,,
2015,CBT,2015-07-06,1,120,112,79,90,91,98.4,,
2015,CBT,2015-07-06,2,65,61,80,58,56,64,,
2015,CBT,2015-07-06,3,57,58,68,96,54,66.6,,
2015,CBT,2015-07-06,4,60,49,58,52,53,54.4,,
2015,CBT,2015-07-06,5,92,50,42,67,45,59.2,,
2015,PFEILER,2015-07-16,1,92,78,77,85,95,85.4,,
2015,PFEILER,2015-07-16,2,90,65,101,103,95,90.8,,
2015,PFEILER,2015-07-16,3,104,122,98,110,162,119.2,,
2015,PFEILER,2015-07-16,4,83,94,102,63,87,85.8,,
2015,PFEILER,2015-07-16,5,62,82,78,61,80,72.6,,
2015,ALMONT,2015-07-21,1,12,40,20,24,28,24.8,,
2015,ALMONT,2015-07-21,2,0,19,0,12,66,19.4,,
2015,ALMONT,2015-07-21,3,15,35,26,17,29,24.4,,
2015,ALMONT,2015-07-21,4,27,26,17,29,29,25.6,,
2015,ALMONT,2015-07-21,5,42,12,33,18,22,25.4,,
2015,CBT,2015-07-21,1,117,102,111,95,110,107,,
2015,CBT,2015-07-21,2,89,79,78,85,93,84.8,,
2015,CBT,2015-07-21,3,80,81,98,74,84,83.4,,
2015,CBT,2015-07-21,4,73,69,85,70,85,76.4,,
2015,CBT,2015-07-21,5,92,63,59,72,60,69.2,,
2015,ROAD,2015-07-21,1,108,106,74,90,65,88.6,,
2015,ROAD,2015-07-21,2,90,83,69,77,121,88,,
2015,ROAD,2015-07-21,3,37,48,60,52,49,49.2,,
2015,ROAD,2015-07-21,4,95,98,87,96,93,93.8,,
2015,ROAD,2015-07-21,5,78,122,90,127,0,83.4,,
2015,PBM,2015-07-23,1,77,99,87,90,96,89.8,,
2015,PBM,2015-07-23,2,92,162,129,118,127,125.6,,
2015,PBM,2015-07-23,3,54,86,112,173,104,105.8,,
2015,PBM,2015-07-23,4,66,67,53,62,79,65.4,,
2015,PBM,2015-07-23,5,18,24,33,54,19,29.6,,
2015,CINNAMON,2015-08-06,1,41,43,37,52,48,44.2,,
2015,CINNAMON,2015-08-06,2,38,30,46,44,39,39.4,,
2015,CINNAMON,2015-08-06,3,28,25,31,29,38,30.2,,
2015,CINNAMON,2015-08-06,4,30,25,23,23,19,24,,
2015,CINNAMON,2015-08-06,5,25,24,19,18,22,21.6,,
2015,CBT,2015-08-12,1,108,105,114,96,117,108,,
2015,CBT,2015-08-12,2,100,91,86,110,70,91.4,,
2015,CBT,2015-08-12,3,85,93,88,91,108,93,,
2015,CBT,2015-08-12,4,92,105,71,84,91,88.6,,
2015,CBT,2015-08-12,5,64,83,66,70,51,66.8,,
2015,PBM,2015-08-12,1,114,75,109,87,97,96.4,,
2015,PBM,2015-08-12,2,179,97,115,125,206,144.4,,
2015,PBM,2015-08-12,3,78,48,103,111,156,99.2,,
2015,PBM,2015-08-12,4,88,86,70,79,108,86.2,,
2015,PBM,2015-08-12,5,17,14,62,42,47,36.4,,
2015,PFEILER,2015-08-12,1,90,92,97,94,88,92.2,,
2015,PFEILER,2015-08-12,2,107,93,99,112,101,102.4,,
2015,PFEILER,2015-08-12,3,145,119,192,108,120,136.8,,
2015,PFEILER,2015-08-12,4,77,101,68,94,47,77.4,,
2015,PFEILER,2015-08-12,5,73,90,74,76,120,86.6,,
2015,ROAD,2015-08-12,1,75,108,85,64,99,86.2,,
2015,ROAD,2015-08-12,2,74,78,79,73,82,77.2,,
2015,ROAD,2015-08-12,3,61,73,91,54,58,67.4,,
2015,ROAD,2015-08-12,4,94,99,113,109,117,106.4,,
2015,ROAD,2015-08-12,5,140,120,115,94,34,100.6,,
2016,ALMONT,2016-05-30,1,,,,,,20,,
2016,ALMONT,2016-05-30,2,,,,,,29.4,,
2016,ALMONT,2016-05-30,3,,,,,,21.6,,
2016,ALMONT,2016-05-30,4,,,,,,26.6,,
2016,ALMONT,2016-05-30,5,,,,,,24,,
2016,CBT,2016-06-03,1,,,,,,19.4,,
2016,CBT,2016-06-03,2,,,,,,26.6,,
2016,CBT,2016-06-03,3,,,,,,13.6,,
2016,CBT,2016-06-03,4,,,,,,23,,
2016,CBT,2016-06-03,5,,,,,,12.2,,
2016,ROAD,2016-06-07,1,,,,,,20.6,,
2016,ROAD,2016-06-07,2,,,,,,26.4,,
2016,ROAD,2016-06-07,3,,,,,,32.2,,
2016,ROAD,2016-06-07,4,,,,,,44.2,,
2016,ROAD,2016-06-07,5,,,,,,29.6,,
2016,ALMONT,2016-06-14,1,,,,,,25.2,,
2016,ALMONT,2016-06-14,2,,,,,,25.6,,
2016,ALMONT,2016-06-14,3,,,,,,23.2,,
2016,ALMONT,2016-06-14,4,,,,,,26.4,,
2016,ALMONT,2016-06-14,5,,,,,,25,,
2016,PFEILER,2016-06-16,1,,,,,,26.4,,
2016,PFEILER,2016-06-16,2,,,,,,39.4,,
2016,PFEILER,2016-06-16,3,,,,,,38.4,,
2016,PFEILER,2016-06-16,4,,,,,,36.6,,
2016,PFEILER,2016-06-16,5,,,,,,42.6,,
2016,CBT,2016-06-21,1,,,,,,42.8,,
2016,CBT,2016-06-21,2,,,,,,31.4,,
2016,CBT,2016-06-21,3,,,,,,22.8,,
2016,CBT,2016-06-21,4,,,,,,33.8,,
2016,CBT,2016-06-21,5,,,,,,18.4,,
2016,ROAD,2016-07-03,1,,,,,,35.4,,
2016,ROAD,2016-07-03,2,,,,,,46.8,,
2016,ROAD,2016-07-03,3,,,,,,54.8,,
2016,ROAD,2016-07-03,4,,,,,,50.2,,
2016,ROAD,2016-07-03,5,,,,,,71.8,,
2016,PBM,2016-07-06,1,,,,,,66.6,,
2016,PBM,2016-07-06,2,,,,,,91.8,,
2016,PBM,2016-07-06,3,,,,,,109.8,,
2016,PBM,2016-07-06,4,,,,,,30,,
2016,PBM,2016-07-06,5,,,,,,20,,
2016,PFEILER,2016-07-14,1,,,,,,61.6,,
2016,PFEILER,2016-07-14,2,,,,,,87.2,,
2016,PFEILER,2016-07-14,3,,,,,,86.8,,
2016,PFEILER,2016-07-14,4,,,,,,61.6,,
2016,PFEILER,2016-07-14,5,,,,,,65.4,,
2016,CINNAMON,2016-07-18,1,,,,,,27.6,,
2016,CINNAMON,2016-07-18,2,,,,,,28.6,,
2016,CINNAMON,2016-07-18,3,,,,,,21.6,,
2016,CINNAMON,2016-07-18,4,,,,,,24.2,,
2016,CINNAMON,2016-07-18,5,,,,,,29,,
2016,PBM,2016-07-28,1,,,,,,73.8,,
2016,PBM,2016-07-28,2,,,,,,104.2,,
2016,PBM,2016-07-28,3,,,,,,126,,
2016,PBM,2016-07-28,4,,,,,,41.2,,
2016,PBM,2016-07-28,5,,,,,,26.6,,
2017,ALMONT,2017-05-28,1,37,26,47,38,32,36,,
2017,ALMONT,2017-05-28,2,34,13,28,31,20,25.2,,
2017,ALMONT,2017-05-28,3,20,30,11,21,17,19.8,,
2017,ALMONT,2017-05-28,4,29,47,7,20,17,24,,
2017,ALMONT,2017-05-28,5,37,19,15,17,26,22.8,,
2017,CBT,2017-06-05,1,25,23,15,18,17,19.6,,
