Year,Date,Gradient,Site,PlotID,Taxon,Cover,Fertile,Weather,Elevation_m,Longitude_E,Latitude_N
2018,2018-07-21,B,1,A,alopecurus ovatus,1,0,windy,12.292683601379396,15.34095800807554,78.23947799782991
2018,2018-07-21,B,1,A,bistorta vivipara,0.1,1,windy,12.292683601379396,15.34095800807554,78.23947799782991
2018,2018-07-21,B,1,A,equisetum arvense,20,0,windy,12.292683601379396,15.34095800807554,78.23947799782991
2018,2018-07-21,B,1,A,salix polaris,15,1,windy,12.292683601379396,15.34095800807554,78.23947799782991
2018,2018-07-21,B,1,B,alopecurus ovatus,10,0,NA,11.12513542175293,15.340857920240785,78.23943826403274
2018,2018-07-21,B,1,B,bistorta vivipara,2,1,NA,11.12513542175293,15.340857920240785,78.23943826403274
2018,2018-07-21,B,1,B,equisetum arvense,2,1,NA,11.12513542175293,15.340857920240785,78.23943826403274
2018,2018-07-21,B,1,B,salix polaris,25,1,NA,11.12513542175293,15.340857920240785,78.23943826403274
2018,2018-07-21,B,1,C,alopecurus ovatus,1,0,NA,11.388898849487305,15.340773944890405,78.23939751043511
2018,2018-07-21,B,1,C,bistorta vivipara,1,1,NA,11.388898849487305,15.340773944890405,78.23939751043511
2018,2018-07-21,B,1,C,cerastium arcticum,0.5,1,NA,11.388898849487305,15.340773944890405,78.23939751043511
2018,2018-07-21,B,1,C,luzula confusa,7,1,NA,11.388898849487305,15.340773944890405,78.23939751043511
2018,2018-07-21,B,1,C,luzula nivalis,3,1,NA,11.388898849487305,15.340773944890405,78.23939751043511
2018,2018-07-21,B,1,C,salix polaris,20,1,NA,11.388898849487305,15.340773944890405,78.23939751043511
2018,2018-07-21,B,1,D,alopecurus ovatus,15,0,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,D,bistorta vivipara,7,1,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,D,luzula confusa,10,1,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,D,luzula nivalis,0.5,0,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,D,pedicularis hirsuta,0.1,1,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,D,salix polaris,15,0,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,D,stellaria longipes,0.5,0,NA,11.853240966796877,15.340674079654292,78.23935611513798
2018,2018-07-21,B,1,E,bistorta vivipara,4,1,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,unknown sp,0.1,0,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,juncus biglumis,0.1,0,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,luzula confusa,10,1,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,luzula nivalis,6,0,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,poa arctica,0.1,0,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,sagina nivalis,0.5,1,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,E,salix polaris,15,1,NA,11.899442672729492,15.340589190603486,78.23931352664036
2018,2018-07-21,B,1,F,alopecurus ovatus,15,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,bistorta vivipara,12,1,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,cerastium arcticum,0.5,1,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,cochleria groenlandica,0.1,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,equisetum arvense,2,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,luzula confusa,25,1,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,luzula nivalis,0.5,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,pedicularis hirsuta,0.5,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,poa arctica,0.5,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,F,salix polaris,20,0,cloudy,11.057655334472656,15.340491578966862,78.23927440814315
2018,2018-07-21,B,1,G,alopecurus ovatus,10,0,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,bistorta vivipara,15,1,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,cerastium arcticum,0.5,1,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,dryas octopetala,5,0,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,juncus biglumis,0.5,1,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,luzula confusa,4,1,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,luzula nivalis,0.5,1,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,1,G,salix polaris,30,1,cloudy_windy,11.667891502380373,15.34040726811817,78.2392356499455
2018,2018-07-21,B,2,A,cerastium arcticum,0.5,0,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,cochleria groenlandica,0.5,0,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,draba alpina,0.5,1,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,luzula confusa,5,1,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,luzula nivalis,0.5,0,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,poa arctica,1,0,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,poa sp,0.5,0,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,salix polaris,15,1,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,saxifraga cespitosa,0.5,1,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,A,stellaria longipes,0.5,1,cloudy,48.92877197265625,15.346759462195136,78.23859722016275
2018,2018-07-21,B,2,B,bistorta vivipara,2,1,cloudy,47.864070892333984,15.346621604997214,78.23856015346668
2018,2018-07-21,B,2,B,luzula confusa,3,0,cloudy,47.864070892333984,15.346621604997214,78.23856015346668
2018,2018-07-21,B,2,B,luzula nivalis,1,0,cloudy,47.864070892333984,15.346621604997214,78.23856015346668
2018,2018-07-21,B,2,B,poa arctica,0.5,0,cloudy,47.864070892333984,15.346621604997214,78.23856015346668
2018,2018-07-21,B,2,B,salix polaris,30,0,cloudy,47.864070892333984,15.346621604997214,78.23856015346668
2018,2018-07-21,B,2,C,bistorta vivipara,3,1,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,C,cerastium arcticum,0.5,0,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,C,luzula confusa,1,0,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,C,luzula nivalis,0.5,0,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,C,pedicularis hirsuta,0.5,0,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,C,poa arctica,0.5,0,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,C,salix polaris,30,1,cloudy,48.687957763671875,15.346508918975006,78.23852167476988
2018,2018-07-21,B,2,D,cerastium arcticum,0.5,0,NA,46.99821472167969,15.346374653677048,78.23848938417369
2018,2018-07-21,B,2,D,poa arctica,1,0,NA,46.99821472167969,15.346374653677048,78.23848938417369
2018,2018-07-21,B,2,D,salix polaris,30,1,NA,46.99821472167969,15.346374653677048,78.23848938417369
2018,2018-07-21,B,2,E,draba alpina,0.5,0,cloudy,49.100730895996094,15.346254403661442,78.23845031787715
2018,2018-07-21,B,2,E,luzula confusa,5,0,cloudy,49.100730895996094,15.346254403661442,78.23845031787715
2018,2018-07-21,B,2,E,poa arctica,0.5,0,cloudy,49.100730895996094,15.346254403661442,78.23845031787715
2018,2018-07-21,B,2,E,potentilla hyparctica,1,1,cloudy,49.100730895996094,15.346254403661442,78.23845031787715
2018,2018-07-21,B,2,E,salix polaris,15,0,cloudy,49.100730895996094,15.346254403661442,78.23845031787715
2018,2018-07-21,B,2,E,stellaria longipes,0.5,0,cloudy,49.100730895996094,15.346254403661442,78.23845031787715
2018,2018-07-21,B,2,F,alopecurus ovatus,0.5,0,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,bistorta vivipara,3,1,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,draba alpina,0.5,0,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,luzula confusa,2,0,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,pedicularis hirsuta,0.5,1,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,poa arctica,1,1,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,salix polaris,40,1,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,F,stellaria longipes,0.5,0,NA,48.756351470947266,15.34613833354262,78.23841220708044
2018,2018-07-21,B,2,G,bistorta vivipara,2,1,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,cerastium arcticum,1,1,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,luzula confusa,0.5,0,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,luzula nivalis,0.5,0,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,poa arctica,0.5,1,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,potentilla hyparctica,0.1,0,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,salix polaris,25,1,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,stellaria longipes,0.1,0,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-21,B,2,G,trisetum spicatum,0.5,1,NA,50.203163146972656,15.346014118632786,78.23837618728396
2018,2018-07-18,B,3,A,cerastium arcticum,0.1,1,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-18,B,3,A,draba arctica,0.1,1,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-18,B,3,A,festuca rubra,2,1,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-18,B,3,A,luzula confusa,0.5,0,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-18,B,3,A,pedicularis hirsuta,1,1,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-18,B,3,A,salix polaris,40,1,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-18,B,3,A,trisetum spicatum,1,1,foggy_wind,85.50328063964844,15.350138150112848,78.23837455616567
2018,2018-07-20,B,3,B,bistorta vivipara,0.1,1,foggy_wind,84.63785552978516,15.349990761620845,78.23833326026988
2018,2018-07-20,B,3,B,cerastium arcticum,2,1,foggy_wind,84.63785552978516,15.349990761620845,78.23833326026988
2018,2018-07-20,B,3,B,festuca rubra,0.5,0,foggy_wind,84.63785552978516,15.349990761620845,78.23833326026988
2018,2018-07-20,B,3,B,poa arctica,2,0,foggy_wind,84.63785552978516,15.349990761620845,78.23833326026988
2018,2018-07-20,B,3,B,salix polaris,38,1,foggy_wind,84.63785552978516,15.349990761620845,78.23833326026988
2018,2018-07-20,B,3,B,saxifraga cespitosa,0.5,1,foggy_wind,84.63785552978516,15.349990761620845,78.23833326026988
2018,2018-07-20,B,3,C,cerastium arcticum,0.5,0,foggy_wind,82.25934600830078,15.34989754307772,78.2382905750725
2018,2018-07-20,B,3,C,luzula confusa,10,1,foggy_wind,82.25934600830078,15.34989754307772,78.2382905750725
2018,2018-07-20,B,3,C,poa arctica,0.5,0,foggy_wind,82.25934600830078,15.34989754307772,78.2382905750725
2018,2018-07-20,B,3,C,ranunculus nivalis,43,1,foggy_wind,82.25934600830078,15.34989754307772,78.2382905750725
2018,2018-07-20,B,3,C,stellaria longipes,0.5,0,foggy_wind,82.25934600830078,15.34989754307772,78.2382905750725
2018,2018-07-21,B,3,D,luzula confusa,0.5,0,NA,83.43031311035156,15.349798407841302,78.23824966967533
2018,2018-07-21,B,3,D,luzula nivalis,0.5,0,NA,83.43031311035156,15.349798407841302,78.23824966967533
2018,2018-07-21,B,3,D,poa arctica,0.5,0,NA,83.43031311035156,15.349798407841302,78.23824966967533
2018,2018-07-21,B,3,D,salix polaris,35,1,NA,83.43031311035156,15.349798407841302,78.23824966967533
2018,2018-07-21,B,3,D,saxifraga cespitosa,0.1,0,NA,83.43031311035156,15.349798407841302,78.23824966967533
2018,2018-07-21,B,3,E,luzula confusa,5,1,NA,80.74507904052734,15.349684835418666,78.23820936407856
2018,2018-07-21,B,3,E,poa arctica,1,0,NA,80.74507904052734,15.349684835418666,78.23820936407856
2018,2018-07-21,B,3,E,salix polaris,25,1,NA,80.74507904052734,15.349684835418666,78.23820936407856
2018,2018-07-21,B,3,E,stellaria longipes,0.5,0,NA,80.74507904052734,15.349684835418666,78.23820936407856
2018,2018-07-21,B,3,F,luzula confusa,0.1,1,NA,82.3598403930664,15.349552913908733,78.2381628480823
2018,2018-07-21,B,3,F,poa arctica,5,1,NA,82.3598403930664,15.349552913908733,78.2381628480823
2018,2018-07-21,B,3,F,salix polaris,45,0,NA,82.3598403930664,15.349552913908733,78.2381628480823
2018,2018-07-21,B,3,G,luzula confusa,20,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-21,B,3,G,poa arctica,10,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-21,B,3,G,salix polaris,55,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-21,B,3,G,stellaria longipes,1,1,NA,81.28936767578125,15.349430228395944,78.23812458718578
2018,2018-07-20,B,4,A,alopecurus ovatus,0.5,0,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,cerastium arcticum,0.5,1,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,luzula confusa,1,0,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,poa arctica,2,0,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,A,salix polaris,50,1,NA,111.76399993896484,15.352103617885566,78.23807400100912
2018,2018-07-20,B,4,B,festuca rubra,0.5,0,NA,113.43753051757812,15.351992665067044,78.23804316841228
2018,2018-07-20,B,4,B,luzula confusa,2,1,NA,113.43753051757812,15.351992665067044,78.23804316841228
2018,2018-07-20,B,4,B,salix polaris,40,1,NA,113.43753051757812,15.351992665067044,78.23804316841228
2018,2018-07-20,B,4,C,alopecurus ovatus,10,0,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,bistorta vivipara,0.5,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,cerastium arcticum,3,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,festuca rubra,0.5,0,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,luzula confusa,3,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,poa arctica,2,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,salix polaris,55,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,saxifraga cespitosa,0.1,0,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,C,stellaria longipes,1,1,NA,113.90788269042967,15.35185887776505,78.23800564241606
2018,2018-07-20,B,4,D,alopecurus ovatus,7,0,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,luzula confusa,5,1,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,potentilla hyparctica,0.5,0,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,salix polaris,40,1,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,D,stellaria longipes,0.5,1,NA,111.76399993896484,15.3520071830973,78.23810653861187
2018,2018-07-20,B,4,E,cerastium arcticum,0.5,0,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,luzula confusa,3,1,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,poa arctica,0.5,0,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,salix polaris,55,1,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,E,stellaria longipes,0.5,0,NA,111.76399993896484,15.351926243255877,78.23808279921417
2018,2018-07-20,B,4,F,cerastium arcticum,0.1,0,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,luzula confusa,5,1,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,poa arctica,0.1,0,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,salix polaris,65,1,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,F,stellaria longipes,0.1,1,NA,111.15225219726562,15.35181255073164,78.23804000161739
2018,2018-07-20,B,4,G,alopecurus ovatus,2,0,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,poa arctica,0.5,0,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,salix polaris,50,1,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,saxifraga cernua,0.1,0,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,4,G,stellaria longipes,0.5,1,NA,113.90788269042967,15.351702905208631,78.23800442422053
2018,2018-07-20,B,5,A,alopecurus ovatus,10,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,cerastium arcticum,8,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,cochleria groenlandica,0.5,0,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,festuca rubra,4,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,luzula confusa,0.1,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,micranthes nivalis,0.5,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,oxyria digyna,2,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,poa arctica,4,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,saxifraga cernua,1,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,saxifraga cespitosa,0.5,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,saxifraga rivularis,0.1,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,A,stellaria longipes,0.5,1,cloudy,170.26597595214844,15.354390301468472,78.23749424024312
2018,2018-07-20,B,5,B,alopecurus ovatus,6,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,alopecurus ovatus,6,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cerastium arcticum,3,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cerastium arcticum,3,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cochleria groenlandica,0.5,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,cochleria groenlandica,0.5,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,draba alpina,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,draba norvegica,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,juncus sp,1,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,juncus sp,1,0,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,luzula confusa,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,luzula confusa,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,micranthes nivalis,4,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,micranthes nivalis,4,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,oxyria digyna,7,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,oxyria digyna,7,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa arctica,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa arctica,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa pratensis,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,poa pratensis,1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cernua,2,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cernua,2,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cespitosa,0.1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,saxifraga cespitosa,0.1,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,stellaria longipes,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-20,B,5,B,stellaria longipes,0.5,1,NA,171.8372039794922,15.354210255125114,78.23747962954826
2018,2018-07-21,B,5,C,cerastium arcticum,10,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,cochleria groenlandica,0.5,0,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,draba norvegica,0.5,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,dryas octopetala,10,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,juncus biglumis,0.5,0,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,oxyria digyna,0.5,0,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,poa arctica,17,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,saxifraga cernua,2,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-21,B,5,C,saxifraga cespitosa,1,1,cloudy,171.8372039794922,15.354068859144242,78.2374625194523
2018,2018-07-20,B,5,D,cardamine bellidifolia,0.1,0,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,cerastium arcticum,5,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,cochleria groenlandica,0.1,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,draba arctica,0.1,0,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,oxyria digyna,17,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,poa arctica,4,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,saxifraga cernua,6,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-20,B,5,D,saxifraga cespitosa,0.1,1,cloudy,169.66575622558594,15.353924144362647,78.23743990485644
2018,2018-07-21,B,5,E,cerastium arcticum,4,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,cochleria groenlandica,0.5,0,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,draba arctica,0.5,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,oxyria digyna,22,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,poa arctica,11,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,saxifraga cernua,7,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,E,saxifraga cespitosa,3,1,cloudy,170.1026153564453,15.35376896878559,78.23740982346087
2018,2018-07-21,B,5,F,cerastium arcticum,3,1,cloudy,165.49844360351562,15.354006340927038,78.23749864925414
